0.79061	25.74279
3.56801	22.78755
2.81127	14.94901
3.32993	9.66873
1.2997	21.69911
0.49356	23.69791
-1.17295	3.67645
0.82276	25.2156
1.44863	0.17134
1.22512	22.93684
0.06398	15.78006
0.96301	37.03739
1.35819	24.38115
-0.23618	21.73907
1.77375	38.58104
1.98514	24.50737
0.36998	18.49995
-0.00157	21.66117
7.32891E-4	10.92305
0.31257	34.48021
-0.25209	27.57434
1.41441	28.91149
3.01335	39.34755
1.018	31.79117
2.00496	28.76878
0.21418	14.50584
1.05979	2.84734
3.75871	39.44128
1.34044	38.59544
-0.59357	22.57222
1.58031	7.7119
1.07565	22.84149
0.99239	38.44855
2.35356	5.61254
0.72737	7.68285
0.75363	12.25317
2.102	20.65158
0.17134	2.79692
1.94481	12.60421
1.77454	18.3506
1.08943	24.90496
2.89794	30.67991
2.3692	36.92454
-1.69483	10.79202
0.70726	12.79652
2.69718	7.47378
1.18207	17.63067
-1.15681	4.31777
2.68261	35.81017
2.21183	16.28412
-1.43136	3.62542
2.85916	22.19629
1.00868	28.1387
1.73307	8.78731
3.78351	33.41922
1.50724	-0.4275
1.77459	29.4636
2.18398	12.61627
-0.21012	4.92478
3.67558	34.06468
1.14655	26.42883
2.20127	21.5102
1.91148	5.01517
1.09092	36.51844
3.873	35.87223
-0.82513	7.94609
-0.1439	11.17177
-0.36335	-0.90552
0.67936	20.08611
-0.40174	-2.08168
3.38238	18.81861
3.41711	37.63489
0.0647	24.24782
2.03307	13.0453
2.77965	17.41177
2.52983	6.65887
1.72705	21.8458
1.88022	15.43807
3.39614	9.90223
-0.18587	14.7188
1.65269	21.65712
1.99921	9.89414
-0.26377	16.714
2.99252	25.86266
-1.10221	4.19956
3.54826	22.53209
-0.85062	0.4977
1.39777	10.36784
3.55087	38.20083
2.01956	4.68618
3.14986	27.23006
0.20542	19.74729
1.01218	1.58207
2.36684	6.30734
0.47055	21.98759
3.2677	15.53644
0.95502	16.90684
0.72034	23.99518
-0.82334	17.4152
0.39462	18.51427
1.43456	38.62341
-0.74826	17.00141
1.24445	23.41721
3.41602	32.98591
2.74226	38.63502
2.62333	12.07211
1.69838	2.20565
2.96226	32.28638
2.12839	15.79879
1.92271	12.54409
3.33273	14.45128
3.53057	30.34264
2.21505	33.52589
1.44426	31.52619
-0.71532	17.26195
3.37182	15.54914
3.52286	32.40372
3.27463	19.21465
2.84503	21.68498
3.00801	28.10203
0.79829	9.21143
2.54868	24.63114
2.64441	24.22927
-0.92151	14.854
0.28933	21.20948
1.56312	1.85208
2.14158	38.01234
0.91673	26.40856
2.60696	9.95024
1.68616	30.07579
-0.48601	-3.1897
1.42711	34.25814
1.9651	30.12068
-1.46121	2.60879
1.48218	0.05644
2.28396	22.47513
-0.13667	1.82255
0.67629	26.22171
1.81456	13.58735
3.20494	14.79342
2.92706	34.5585
3.43053	32.95125
1.51346	33.7853
1.40222	2.23229
0.04181	-3.39181
1.74416	19.68459
1.20851	30.24547
2.58814	24.42421
1.36249	11.30858
2.26523	34.85976
1.40541	4.12913
0.06322	9.48752
0.32871	17.72215
0.99576	2.64645
2.49348	25.96026
0.94911	17.79339
3.81592	27.22768
2.7972	27.19566
0.26192	33.20667
2.73012	27.37464
0.909	38.47177
0.52145	6.58914
-0.0911	18.41304
2.35719	33.98659
1.68857	9.60288
1.75391	24.27354
1.23049	4.34412
1.02946	33.7345
0.77769	27.91545
0.68607	11.38677
1.82799	23.80948
3.26505	29.4935
1.83773	17.30716
1.82229	8.79359
3.0345	25.29326
2.79157	17.46494
-0.00702	13.31219
1.86405	25.85059
2.06613	38.69905
-0.08939	17.86521
3.50786	33.05991
1.48522	12.51214
2.97439	27.38601
-1.08191	9.38628
1.11995	5.01614
1.72315	2.21195
0.71578	-1.34297
0.21104	12.10127
1.24941	23.34889
-0.5292	27.50523
-0.15098	20.93872
1.91075	15.01583
-1.39696	-0.29499
2.21746	17.65136
2.49896	14.40783
-1.68408	3.86506
2.38429	20.82758
1.41156	32.66711
0.74376	16.08509
1.06571	27.56174
2.35498	11.38838
2.80391	28.1487
3.5857	23.80799
0.865	13.0444
0.39849	26.4947
0.22313	32.88427
1.55039	21.44433
2.04107	16.67734
2.97074	17.86512
2.44466	24.15005
-0.37954	9.49611
1.38075	24.41638
2.76174	23.47621
-1.73473	10.73774
1.72298	5.15659
-1.34558	10.9408
-0.03014	3.8734
2.40793	39.54865
-0.74695	-1.17476
1.84465	20.60709
-1.90461	21.22341
3.60675	32.40587
3.14161	35.28474
3.4722	23.88916
0.41916	16.14009
3.17985	25.29714
2.56376	24.20931
-0.88098	17.37617
0.64435	23.62986
2.2191	21.44177
1.71746	14.26002
0.74277	7.3969
0.84134	8.27
1.42572	26.79746
1.46259	29.72496
1.72412	30.3697
0.15378	23.0115
-0.28469	16.99064
-0.19792	7.46991
-0.65766	22.91079
2.85145	33.34322
1.65925	30.873
0.08445	18.91747
1.93311	15.52908
0.87741	10.19739
2.92561	21.56536
1.81731	15.64928
2.57341	31.13592
-0.11928	17.82606
3.95535	37.79112
1.06865	21.15886
1.10249	9.80502
0.94946	12.41341
0.663	23.81683
-0.18806	3.21067
2.2502	22.15453
2.49344	24.09101
1.67848	24.74513
1.05384	28.02899
2.64731	21.33682
2.08731	34.44637
0.79798	14.01809
